GSM4556686,GSM4556687,GSM4556688,GSM4556689,GSM4556690,GSM4556691,GSM4556692,GSM4556693,GSM4556694,GSM4556695,GSM4556696,GSM4556697,GSM4556698,GSM4556699,GSM4556700,GSM4556701,GSM4556702,GSM4556703,GSM4556704,GSM4556705,GSM4556706,GSM4556707,GSM4556708,GSM4556709,GSM4556710,GSM4556711,GSM4556712,GSM4556713,GSM4556714,GSM4556715,GSM4556716,GSM4556717,GSM4556718,GSM4556719,GSM4556720,GSM4556721,GSM4556722,GSM4556723,GSM4556724,GSM4556725,GSM4556726,GSM4556727,GSM4556728,GSM4556729,GSM4556730,GSM4556731,GSM4556732,GSM4556733,GSM4556734,GSM4556735,GSM4556736,GSM4556737,GSM4556738,GSM4556739,GSM4556740,GSM4556741,GSM4556742,GSM4556743,GSM4556744,GSM4556745,GSM4556746,GSM4556747,GSM4556748,GSM4556749,GSM4556750,GSM4556751,GSM4556752,GSM4556753,GSM4556754,GSM4556755,GSM4556756,GSM4556757,GSM4556758,GSM4556759,GSM4556760,GSM4556761,GSM4556762,GSM4556763,GSM4556764,GSM4556765,GSM4556766,GSM4556767,GSM4556768,GSM4556769,GSM4556770,GSM4556771,GSM4556772,GSM4556773,GSM4556774,GSM4556775,GSM4556776,GSM4556777,GSM4556778,GSM4556779,GSM4556780,GSM4556781,GSM4556782,GSM4556783,GSM4556784,GSM4556785,GSM4556786,GSM4556787,GSM4556788,GSM4556789,GSM4556790,GSM4556791,GSM4556792,GSM4556793,GSM4556794,GSM4556795,GSM4556796,GSM4556797,GSM4556798,GSM4556799
2.19869142,-0.40851996,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,2.50892392,1.61953728,2.16095751,1.85257301,0.26660627,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,1.34532924,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,1.51269842,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,3.43965936,1.0798463,3.20010399,1.66004492,3.34983521,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,1.32470654,2.99968685,2.21972684,1.06692166,2.1741843,1.54167921,0.25963852,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,0.81717708,0.91699964,-0.215263,1.46429538,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.31591956,2.7637286,3.2628723
2.19869142,-0.40851996,2.64574637,1.63135174,2.30569414,3.07186037,1.94349539,2.42113351,3.32919406,3.96405278,1.99790848,3.352098,1.61953728,2.16095751,3.00315092,0.26660627,1.33593513,0.37031187,3.38685929,3.73324282,1.73481339,-1.0409817,2.79151378,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,2.57806513,1.55242853,4.01649267,1.74790658,1.80158947,1.62737372,3.13679738,2.36232675,2.76010419,2.31855401,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,3.31029958,2.4898797,5.30399884,3.7825201,2.62161536,1.76017197,3.13130486,3.45113635,1.98055771,3.37950483,4.08216717,4.22550265,3.26243655,3.6838774,2.963467,3.66408153,3.79305045,4.6290732,6.07847311,4.46370813,6.22923383,3.21477718,3.88388944,2.97770411,3.82600452,3.47519575,1.71338937,3.74312867,2.78682501,2.56219052,4.63347979,3.00834035,2.32053606,2.57850476,0.58079443,2.99968685,2.37055913,1.06692166,2.1741843,1.54167921,-0.20281874,0.78545963,3.0355849,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,2.33155938,-0.72580891,-0.215263,3.20683996,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,4.24830855,1.63527029,4.72634299,3.49360794
2.19869142,-0.40851996,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,1.03014997,3.32919406,3.96405278,1.99790848,2.98095116,1.61953728,2.16095751,1.85257301,0.26660627,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.94824455,2.28831564,2.3372418,1.0798463,3.20010399,1.66004492,2.38264923,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,2.40296336,1.54167921,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,0.81717708,-0.72580891,-0.215263,1.46429538,-0.16622299,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.31591956,2.25021007,3.2628723
2.19869142,2.35236247,2.64574637,1.88702877,0.9792411,3.23198932,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,1.85257301,0.26660627,2.17069588,0.90826926,0.74371717,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,-0.13023911,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,3.06554705,2.77313827,3.20010399,1.66004492,2.82470986,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.21435819,2.1741843,1.54167921,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,4.89782714,2.2987779,1.98273873,0.81717708,-0.72580891,-0.215263,1.72669941,-0.06163408,1.72288711,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.77952305,2.25021007,3.2628723
3.623893,3.335923,3.09199,3.676888,3.489899,3.07186,3.119411,2.866912,3.329194,3.964053,3.99536,3.433007,3.606,3.690851,3.826103,3.546059,3.42202,3.092323,2.466853,2.949709,4.351602,2.916439,2.671797,3.09004,2.769459,4.365964,2.864342,3.741365,2.86454,1.725947,2.814596,4.016493,2.672842,3.509821,2.899156,2.049244,2.362327,1.45764,1.732192,2.895366,2.506143,2.606979,3.191011,1.944435,2.975816,2.182229,3.978562,2.960473,2.828136,2.621615,1.760172,2.60582,2.467247,1.980558,2.860937,2.658869,3.397067,2.914523,3.683877,2.963467,3.664082,2.223695,3.315209,3.833538,2.288316,3.852641,1.806696,3.200104,3.648553,3.504991,4.187062,2.505653,3.743129,2.450302,2.429916,4.63348,3.00834,2.999907,2.578505,2.896451,2.999687,3.394676,5.706947,3.500372,3.190268,2.586332,2.85274,2.886755,3.755846,2.825812,3.60202,2.49633,3.14533,4.04277,5.159126,2.523389,3.443827,3.14153,3.089012,3.218657,3.777286,2.526336,3.313129,3.528018,3.060557,2.775041,3.14406,1.78294,2.639453,4.217607,3.732881,3.336422,3.857935,3.262872
2.19869142,3.06858048,3.10195344,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,2.18913571,0.26660627,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,1.24777073,0.66299511,4.01649267,1.74790658,1.18985418,1.21814947,2.04924404,2.36232675,1.35763977,1.97547222,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.92423628,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,3.10023412,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,4.35729656,1.0798463,3.20010399,1.66004492,2.38264923,1.25728687,2.24140182,3.87829168,2.4503019,1.92244354,4.63347979,3.14432199,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,2.97643852,2.09393461,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,3.94895723,-0.72580891,-0.215263,1.78174277,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.31591956,2.55647023,3.2628723
2.19869142,1.50546541,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,1.96928673,0.26660627,1.33593513,0.37031187,1.14679573,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,0.76141962,0.66299511,4.01649267,1.74790658,1.18985418,0.93213418,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,5.25915851,2.9145231,3.6838774,2.963467,3.66408153,2.92248202,2.96397048,3.31835077,2.74184789,6.35344287,1.0798463,3.20010399,1.66004492,3.26843336,1.25728687,2.69329277,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,2.84753939,2.10605773,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.24437263,3.50592326,2.2987779,0.17514552,1.81018544,0.65197276,-0.215263,3.18191877,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.31591956,2.25021007,3.2628723
2.19869142,2.88222623,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,3.22207946,2.103869,2.16095751,1.85257301,4.08960002,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.80491424,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,2.41749557,1.73892723,3.77488727,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.55024674,2.61645954,4.11427713,1.0798463,3.20010399,1.83168467,2.38264923,3.27720189,1.92946573,3.74312867,2.4503019,1.92244354,5.02585777,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,3.79145811,1.06692166,2.1741843,1.54167921,0.29120076,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,4.59581609,2.2987779,0.17514552,0.81717708,-0.72580891,-0.215263,2.03382313,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,4.30405256,2.58068319,1.98391322,3.17232516,3.2628723
3.811413,4.022209,2.645746,4.131683,4.569398,4.130275,3.538092,2.751002,3.928261,4.402996,4.043881,4.692445,3.581997,4.027404,3.514609,2.95102,3.11777,3.310318,3.016576,3.979383,4.84569,3.24032,3.088725,3.466798,2.527345,5.08253,2.537483,3.046865,2.414221,3.24846,3.144801,4.475174,3.361319,3.799733,3.686644,2.154433,3.051855,3.082477,3.684522,3.768963,3.307629,2.152586,3.191011,2.39751,3.556692,3.413592,4.054472,2.960473,3.046397,3.838574,2.391811,2.65118,2.254933,1.980558,4.138259,4.08318,4.028332,4.402783,3.683877,3.525855,4.323079,3.755783,3.282123,3.318351,3.178509,3.132066,3.01057,3.200104,3.357304,4.159057,4.242182,3.648068,3.743129,4.046958,4.228625,4.63348,4.177476,2.895484,3.730208,3.379538,2.999687,6.015886,3.530859,4.403446,4.039213,3.467616,2.682867,3.464653,4.155941,4.069364,3.153153,2.49633,3.125371,4.533038,5.87351,2.772445,3.194525,4.188942,3.25351,3.379014,3.435065,2.75744,3.669884,4.584702,2.898368,2.857746,2.793777,2.403616,2.639453,5.330228,4.190756,3.667261,3.374594,4.881713
2.19869142,-0.40851996,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,1.85257301,0.26660627,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,-1.0409817,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,2.3372418,1.0798463,3.20010399,1.66004492,2.91847584,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,3.42025965,1.06692166,2.1741843,1.54167921,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,0.81717708,-0.72580891,-0.215263,2.45912764,-0.39478136,1.27383483,4.61440581,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,4.29389829,3.79768897,1.31591956,2.25021007,3.2628723
2.19869142,0.32590301,2.64574637,1.63135174,2.98776275,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,1.85257301,0.26660627,1.33593513,0.37031187,0.74371717,2.14101389,1.73481339,-1.0409817,4.52024335,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,1.36973398,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,1.71672092,1.73892723,1.76828267,2.96047279,3.57318583,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,4.16671356,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,3.16290828,3.31835077,2.28831564,5.14399289,1.0798463,3.70232635,1.66004492,3.5128981,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,3.27474815,1.54167921,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.38613773,3.50592326,2.2987779,0.17514552,0.81717708,0.05921356,-0.215263,1.46429538,-0.39478136,1.27383483,3.42708273,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,3.8870048,2.58068319,1.31591956,2.25021007,3.2628723
3.389433,4.385056,4.20797,4.645704,4.489561,4.139966,3.052974,4.14247,3.967558,3.964053,4.518007,3.796834,4.651812,4.747699,4.702298,4.78234,4.409103,3.98997,4.1493,4.004834,5.23286,4.073296,3.978495,4.544392,4.068474,4.755381,4.047064,3.947251,3.754068,4.344191,4.367343,4.163762,4.172656,4.05128,3.70861,3.328734,3.704411,2.958674,3.828732,3.905781,4.129852,3.244944,4.140725,3.098478,3.63679,3.587799,4.777892,4.156082,3.824615,3.710183,3.38416,2.961838,3.953417,1.980558,4.529014,3.905928,4.073301,4.579971,3.683877,2.963467,3.664082,3.60562,4.305744,4.016627,3.48464,5.458521,4.480333,3.200104,4.094032,3.507536,4.422621,4.220675,3.743129,3.063392,4.625272,4.63348,4.271083,4.338835,4.019482,4.37213,3.255425,3.193787,4.406095,4.702808,4.236178,4.165107,4.59396,4.099874,4.372855,3.952308,3.994234,3.463521,4.409347,4.04277,4.061618,4.316268,3.448125,4.132061,4.208051,4.475692,4.522868,4.135653,4.00558,3.459382,3.885006,3.591016,4.446523,3.523123,2.639453,5.197138,4.966258,3.662612,3.960465,4.397624
2.1986914,3.0964456,2.6457464,3.6781551,2.9968604,3.711216,2.5169495,2.1468993,3.6070765,3.9640528,2.6157487,2.9752934,2.20608,2.9920872,3.1671353,2.3537667,2.0944824,2.8294827,2.8669978,2.5735001,2.5103172,2.5384251,2.6717974,2.4776516,3.2405381,4.3659642,1.8513388,2.68569,2.8880807,2.8021555,2.3193172,4.0164927,2.9693711,3.0393643,2.5066555,2.049244,2.3623267,1.3576398,2.6495392,3.1319568,1.7364049,1.6381638,3.1910114,1.5098908,2.8486611,3.0237244,3.6062528,3.1325448,2.8281357,3.8340777,1.760172,2.5906563,2.8384512,3.0540289,3.4904073,2.6588692,4.0687687,3.7429474,3.6838774,2.963467,3.6640815,2.0463452,3.4975508,4.0079934,2.4798308,5.2243372,3.0078608,3.3237518,2.8277244,2.5657416,1.2572869,2.7694009,3.7431287,2.4503019,2.7951175,4.6334798,3.0083403,2.6324829,2.5785048,2.4222904,2.9996868,2.2197268,3.5960804,2.928245,2.046412,1.6372776,3.1734255,2.1774829,3.8746219,1.5229161,1.7492241,2.8157951,2.3046101,4.0427702,3.5059233,2.2987779,2.2615158,2.9559768,2.7844832,2.4171678,2.1194324,2.695494,2.3679939,3.3148084,2.408545,2.7773071,3.3607457,1.4214078,2.639453,3.9523305,3.6922637,3.0176809,2.5607661,5.8805588
2.1986914,2.0228751,2.6457464,1.7666856,2.9605765,3.0718604,1.9434954,0.6918589,3.3291941,3.9640528,2.8211499,1.7499491,2.6768004,3.3560019,2.1136138,2.4268506,2.6192691,2.0025716,3.4841646,2.4723544,2.2502333,2.5200711,2.6717974,2.4776516,1.5312827,4.3659642,-0.4193454,1.6244891,1.565388,2.0802358,1.1113589,4.0164927,1.7479066,2.3426823,0.7293928,2.049244,2.3623267,1.3576398,1.7321924,1.3431025,1.6742356,2.0660161,3.1910114,1.1560848,2.3838156,2.5700158,2.46934,2.9604728,2.8281357,3.0664015,1.760172,2.191691,1.3011488,1.9805577,2.8609374,2.6588692,1.7810451,2.9145231,3.6838774,2.963467,3.6640815,2.0463452,2.6259394,3.3183508,2.2883156,3.6973637,2.6536467,3.200104,1.6600449,2.3826492,1.2572869,1.7133894,3.7431287,2.4503019,1.9224435,4.6334798,3.4062689,2.3177847,2.7041929,2.5881032,2.9996868,2.2197268,2.1910829,2.9998125,2.6113194,1.4998778,3.681403,2.1774829,2.0058519,1.8557694,1.7492241,3.1020165,3.1392322,4.0427702,3.5059233,2.8050549,1.2816126,2.1539643,1.7218767,2.001173,1.4642954,2.8040836,1.9111183,3.3148084,2.8126156,2.1765988,3.2620454,2.5250263,2.639453,2.5528527,3.1606116,1.3159196,2.2502101,3.2628723
2.19869142,-0.40851996,2.64574637,1.73135174,0.9792411,3.07186037,2.57777409,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,1.85257301,0.26660627,1.33593513,0.37031187,2.84249945,2.14101389,1.73481339,-0.54961079,2.6717974,2.47765157,1.53128268,4.47781104,-0.70651267,1.62448908,1.56538795,0.82799636,0.66299511,4.01649267,1.74790658,1.18985418,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,1.3431025,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,1.76828267,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,2.9145231,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,2.3372418,1.0798463,3.20010399,1.66004492,2.38264923,1.8067936,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,2.18139346,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,2.33622856,1.54167921,-0.20281874,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,1.70386054,0.43610482,0.55590744,1.46429538,-0.39478136,1.27383483,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,3.08187347,1.31591956,2.25021007,3.2628723
2.1986914,2.5799585,2.6457464,1.6313517,0.9792411,3.0718604,2.9703924,1.6832773,3.3291941,3.9640528,2.2783457,3.6239187,1.6195373,2.1609575,3.1017354,2.3327363,1.3359351,1.1742447,3.6313879,2.1410139,1.7348134,2.5649129,3.7395141,2.4776516,1.5312827,4.3659642,1.1989913,2.3335568,1.565388,2.0761633,2.3377843,4.0164927,1.7479066,2.8716609,3.0851403,2.049244,2.3623267,1.9871882,2.227066,1.3431025,1.2699134,3.6513147,3.1910114,1.1560848,1.0839309,2.638803,4.7257731,2.9604728,3.0700685,3.0993397,3.1016071,2.191691,2.4257226,3.0707877,4.442365,2.6588692,4.0163421,2.9145231,3.6838774,2.963467,3.6640815,2.6431918,3.1619182,4.9580637,2.2883156,4.5992819,2.740625,3.8507509,2.2530681,3.8989249,2.1018604,3.0168611,3.7431287,3.3151391,2.4069169,4.6334798,3.0083403,2.543949,3.4644784,2.0259476,2.9996868,2.2197268,1.8186525,3.5136313,1.5416792,1.7003516,2.8089157,2.4904144,3.441887,1.8410678,1.7492241,2.4963305,1.7098947,4.0427702,3.5059233,2.7634904,2.1781987,4.5037149,1.9354139,2.3954746,1.4642954,1.8642727,2.4372405,3.3148084,3.6749743,1.6058689,1.8370902,2.4474042,2.639453,4.1177723,4.599154,3.4636348,2.7023055,3.6335939
3.5208933,3.1959552,2.6457464,4.618006,4.1261221,3.7084684,3.8858804,3.6698119,3.5149928,3.9640528,4.1633637,3.4607596,4.2320835,3.7420384,3.7974212,3.171178,3.5649533,1.4705025,3.1449512,3.3664568,3.638376,1.4772493,2.6717974,3.6571674,2.5650565,4.3659642,1.479067,3.5247008,2.1273689,2.8437284,2.0074445,4.0164927,2.3946641,3.4421336,3.0639116,2.049244,2.8144853,5.0601831,3.9117364,3.5175873,3.2159023,2.9321705,3.1910114,3.2840014,3.031754,1.7389272,3.4242829,2.9604728,3.4836122,2.6216154,1.760172,2.191691,1.3011488,1.9805577,4.3989984,2.8240443,3.3212678,3.8885167,3.6838774,2.963467,4.8696757,2.4192337,4.0540193,3.3183508,2.2883156,4.6879108,3.6365219,3.200104,2.8312472,4.3892229,2.8024189,3.7554547,3.7431287,2.4503019,3.9586302,4.6334798,3.0083403,3.2395685,3.3367313,3.6708303,2.9996868,2.2197268,2.6094181,2.1741843,2.3685937,3.1947388,3.4674706,3.4746777,3.6488897,1.6975762,3.7471695,3.1119035,1.8857066,4.0427702,3.9141737,2.8021201,3.664293,3.4416257,2.6820522,3.556444,2.7423835,2.6748688,2.313906,3.3148084,3.2267442,2.4420213,3.1452161,2.18606,2.639453,2.5528527,2.6806832,4.3645665,3.324605,3.2628723
2.19869142,-0.40851996,2.64574637,1.63135174,0.9792411,3.07186037,1.94349539,0.69185887,3.32919406,3.96405278,1.99790848,1.74994907,1.61953728,2.16095751,2.8559785,0.26660627,1.33593513,0.37031187,1.01348432,2.14101389,1.73481339,0.79578639,2.6717974,2.47765157,1.53128268,4.3659642,-0.70651267,1.62448908,1.56538795,-0.24907453,0.66299511,4.01649267,1.74790658,1.18985418,-0.63113567,2.04924404,2.36232675,1.35763977,1.73219235,2.10776848,0.46602852,1.63816382,3.1910114,1.15608481,0.21326257,1.73892723,2.43790677,2.96047279,2.8281357,2.62161536,1.76017197,2.19169097,1.30114877,1.98055771,2.86093742,2.65886918,1.78104508,3.71665193,3.6838774,2.963467,3.66408153,2.04634524,2.62593941,3.31835077,2.28831564,4.51385534,1.0798463,3.20010399,1.66004492,2.48264923,1.25728687,1.71338937,3.74312867,2.4503019,1.92244354,4.63347979,3.00834035,1.04827529,2.57850476,0.58079443,2.99968685,2.21972684,1.06692166,2.1741843,1.78914346,0.10560862,0.78545963,2.17748292,2.00585189,1.04239159,1.74922411,2.49633046,1.7098947,4.04277021,3.50592326,2.2987779,0.17514552,0.81717708,-0.72580891,-0.215263,1.46429538,-0.39478136,1.44474443,3.31480843,0.51760631,1.60586887,1.83709023,1.42140782,2.63945304,2.55285268,2.58068319,1.31591956,2.25021007,3.2628723
3.58061,3.334663,3.063947,3.889514,4.151205,4.199823,3.249215,2.931092,4.137887,4.49132,3.404345,3.380974,2.840734,3.848501,4.055855,3.513089,3.691927,2.457387,3.89915,4.086344,4.331315,3.77665,3.619359,3.728443,3.284068,4.650793,2.796027,4.282562,3.632375,3.935464,2.723097,4.452157,3.96598,3.392592,3.310711,3.072145,2.953785,3.412532,3.602524,3.120662,3.268527,3.72134,3.191011,3.496041,3.404569,3.41081,3.879066,2.960473,3.410216,3.53639,3.41407,2.867767,3.517999,3.586062,4.217015,4.116294,2.162548,3.103946,3.683877,2.963467,3.664082,3.209377,3.75011,4.409425,2.407841,2.337242,4.29693,4.739719,2.918021,4.537043,2.714262,3.621339,3.743129,3.712239,3.839461,4.63348,4.01825,4.273219,4.244381,3.293983,3.603966,2.219727,3.87562,4.31737,3.457592,3.257284,3.517903,3.236539,3.550441,3.119396,3.782715,4.588678,3.38773,4.323211,3.505923,3.903796,2.871706,3.756289,4.235953,3.291163,3.844954,3.560661,2.835372,3.314808,3.504709,3.519926,3.586408,3.731293,3.600636,2.92633,4.777294,3.915275,4.081222,4.365683
