GSM4556603,GSM4556604,GSM4556605,GSM4556606,GSM4556607,GSM4556608,GSM4556609,GSM4556610,GSM4556611,GSM4556612,GSM4556613,GSM4556614,GSM4556615,GSM4556616,GSM4556617,GSM4556618,GSM4556619,GSM4556620,GSM4556621,GSM4556622,GSM4556623,GSM4556624,GSM4556625,GSM4556626,GSM4556627,GSM4556628,GSM4556629,GSM4556630,GSM4556631,GSM4556632,GSM4556633,GSM4556634,GSM4556635,GSM4556636,GSM4556637,GSM4556638,GSM4556639,GSM4556640,GSM4556641,GSM4556642,GSM4556643,GSM4556644,GSM4556645,GSM4556646,GSM4556647,GSM4556648,GSM4556649,GSM4556650,GSM4556651,GSM4556652,GSM4556653,GSM4556654,GSM4556655,GSM4556656,GSM4556657,GSM4556658,GSM4556659,GSM4556660,GSM4556661,GSM4556662,GSM4556663,GSM4556664,GSM4556665,GSM4556666,GSM4556667,GSM4556668,GSM4556669,GSM4556670,GSM4556671,GSM4556672,GSM4556673,GSM4556674,GSM4556675,GSM4556676,GSM4556677,GSM4556678,GSM4556679,GSM4556680,GSM4556681,GSM4556682,GSM4556683,GSM4556684,GSM4556685
4.7302642,3.7681982,2.1644657,2.6860577,4.3101329,2.6475672,3.5589058,2.3749693,3.4720775,2.492913,3.0467201,3.347926,2.3882437,3.5904996,2.8351967,0.7000327,2.6407375,3.4770214,3.4298741,2.4784918,3.9958282,3.5293223,3.8677938,2.2895502,3.6974645,3.5288725,1.986384,3.3518333,3.1663556,3.5299116,2.6542689,4.1662634,3.3199356,2.9573838,1.7057365,3.0409896,2.8719908,3.2954599,2.4129092,3.0814908,3.1388175,3.946345,3.7514395,2.6138028,2.0689727,3.8304838,3.5678871,3.1948277,4.5214283,3.3649378,3.773068,3.7434606,3.6803032,4.1436249,2.912425,3.1871882,2.492701,2.7802,3.3694285,2.5691973,3.3356819,3.6703313,3.1305543,4.4518279,3.9187716,2.750256,2.7487865,2.310535,2.9247964,3.8057374,2.9555427,1.2875343,3.5490134,3.7249428,3.1905498,3.1945094,2.4022465,2.8994837,2.5437953,1.8776227,3.4420692,3.2043168,3.408188
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,1.56852929,1.46644812,2.35694768,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,1.8667327,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,3.99232499,1.38087434,2.30961584,1.43728052,2.29109044,0.68979037,1.50767307,2.10948913,3.82610082,5.06362854,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.48935095,2.58976487,3.93845044,1.51304164,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.97515905,1.44784136,2.21875105,3.00521708,0.74938294,1.10294648,1.88758437,1.62135971,2.07192566,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.49420746,0.64366079,1.83291201,3.36272343,0.88893687,1.34599578,2.21926947,3.20431677,3.13249278
10.08104,10.28387,10.77614,10.30798,10.33856,10.87478,10.16429,10.28318,10.1468,10.34111,10.49782,10.41637,10.57687,10.96815,10.97974,11.06022,10.48373,10.6051,10.31275,10.55148,10.23203,10.4215,10.54195,10.7808,10.68841,10.40325,10.4198,10.75293,10.47968,10.58798,10.41698,11.21591,10.14488,10.6651,10.83087,10.59552,10.02411,10.74684,10.51854,10.56084,10.81365,10.38996,10.5701,10.56109,10.20826,10.39239,10.82867,10.0154,10.75691,11.60931,10.83457,10.59967,10.53158,10.58578,10.0886,10.50515,10.36419,10.98364,10.68568,10.31137,10.59984,10.50239,10.1925,10.72599,10.70971,10.45694,10.8765,10.59583,10.52175,10.57102,10.4059,10.23942,10.53743,10.3172,10.84611,10.86927,10.38224,10.78148,10.3971,10.67968,10.39294,10.61432,10.23228
4.73026424,3.76819819,2.16446567,1.93582275,1.90302624,2.21290366,2.57577258,2.37496931,2.28400447,0.90622799,2.2750198,2.54256752,1.77006477,2.47405476,2.2822229,0.18403042,1.46644812,1.84126729,2.95576213,0.49443851,3.36046339,1.82181631,1.31304532,2.17210699,0.07172296,1.25568069,1.69313158,0.57968831,2.08350019,2.80616225,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,4.7202667,1.29557535,4.260313,1.81334667,1.5101524,2.07362889,2.63073733,2.38104284,1.97275589,2.21875105,3.21111606,0.74938294,3.42097119,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,2.23747212,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,0.20891734,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,2.22276123,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,4.64927418,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,3.58959625,4.46069471,0.18403042,2.77404023,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,4.20344359,2.30559676,2.17984942,2.17599345,2.61380282,2.79309108,2.35188436,2.72018704,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,2.62211457,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,2.24431376,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,2.25079181,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.7302642,4.4015721,2.973576,3.098328,4.849234,2.2129037,2.3522076,2.6612062,2.4533533,2.9304026,3.502308,3.7012901,2.206068,5.3985678,5.9448534,2.6801292,4.0729271,3.5461114,2.9557621,1.9836009,3.3604634,2.2487234,1.6316426,3.4902935,0.6934479,3.0622604,1.6931316,2.5335425,2.4026396,3.0186848,2.391038,2.6809963,3.1345525,2.3096158,2.6009115,2.2910904,1.8618755,2.8426101,2.1094891,4.1151591,3.1787753,3.1655609,3.7338348,3.0790933,3.3207806,4.174085,2.8785744,4.8418499,3.9384504,5.4780585,3.3881043,3.7434606,2.1006981,5.0596303,2.2301046,4.1581207,4.5913729,3.4655273,3.9825723,2.7659587,3.3786076,4.6792847,2.3981896,3.7673889,1.8875844,2.2883726,1.600659,3.9075868,1.461653,1.8192411,1.343104,1.7075029,1.5590388,2.374862,4.9988338,1.9017453,2.8142344,1.8678319,2.7470383,2.9900251,3.9251269,3.2043168,4.039532
4.73026424,3.76819819,2.16446567,1.93582275,2.79340834,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,1.99498727,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.69507185,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,3.2813998,2.17599345,2.61380282,4.4634055,2.35188436,2.18079198,2.27172739,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,3.54308451,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,3.39397947,2.4858606,0.88893687,2.17512433,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,4.07583451,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,4.72207143,0.18403042,3.55294004,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.64318759,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.84944198,2.55789873,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,4.08620101,2.51674052,3.74346057,0.90960063,5.51980883,1.81334667,1.5101524,3.85653643,2.63073733,2.18874451,1.44784136,2.21875105,4.00688264,0.95241314,2.31794336,2.0312337,1.62135971,3.22755722,2.31053499,2.74956865,1.10704176,0.95366115,3.75959151,0.77919134,1.9119298,5.04563105,0.64366079,2.09238342,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.88624522,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,4.4070218,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,-0.45058112,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.730264,3.768198,2.164466,4.329796,3.688128,3.331089,3.382391,3.482873,3.983309,2.414423,3.62819,2.542568,3.322843,2.328167,3.573204,3.744792,2.803025,3.47518,4.059671,3.839858,3.360463,3.599721,3.862577,2.172107,3.52455,3.460161,3.880604,3.320532,3.223705,2.432857,2.874987,2.86732,3.448072,2.483359,3.154533,3.289507,3.572048,2.694233,2.783752,3.081491,3.347173,3.234875,2.687902,3.579633,2.068973,2.855322,2.973918,2.244356,3.93845,3.228272,2.516741,3.743461,3.698157,2.722096,2.862488,2.925131,3.791998,2.934023,2.188745,2.713833,4.103771,3.005217,3.772498,3.260889,4.90088,3.360212,2.804243,2.465083,2.955591,4.026342,2.919961,3.059481,3.222024,4.440152,3.19055,3.22324,2.71621,3.017967,3.015128,3.230522,3.870112,3.204317,3.311694
5.60519,3.768198,5.625202,5.819446,5.784572,5.803239,5.479979,5.765384,5.240393,5.295193,5.99495,5.375059,6.127579,6.31489,6.574626,6.401317,5.246659,6.17237,5.904619,6.132222,4.909272,5.526567,5.403499,6.109791,5.770643,5.822871,5.705898,6.19095,5.480167,5.325389,5.367735,7.169571,5.321743,5.860311,5.946387,6.184888,5.351706,5.718431,5.728193,5.247242,5.581076,5.96965,5.745817,5.875939,5.197831,5.255384,6.098772,5.503026,6.598327,6.600637,5.001829,5.560734,5.584115,4.982628,5.544117,5.643685,5.214118,5.32918,5.273128,5.506122,6.477721,5.118319,5.628928,5.743684,6.836765,5.833595,5.503958,5.628808,6.195273,6.252247,5.619789,5.247167,5.965592,5.811025,5.674541,6.361027,5.805229,6.550398,6.730704,5.888997,5.50404,5.35259,5.192544
4.730264,3.768198,2.164466,3.658304,3.737676,3.991086,3.674618,3.623823,3.876211,3.775163,4.027214,3.250761,3.606215,4.040927,4.54568,4.304278,3.633281,4.429892,4.300236,4.299567,3.360463,3.684769,3.573312,4.067946,4.034064,3.670919,4.493288,4.040849,3.679469,3.051365,3.245916,3.757393,3.940275,2.845979,3.611214,3.973156,3.687667,3.90383,3.324676,3.081491,3.285755,3.928858,3.962048,3.749975,2.762535,3.271878,4.555477,3.880293,4.300365,3.520534,3.476486,3.743461,3.551238,3.654055,3.593701,3.632171,3.74899,4.115023,3.649407,3.509954,4.282763,3.005217,4.018349,3.587112,4.64562,4.07206,3.867543,3.318311,4.013743,3.475117,4.274401,3.779787,3.203101,4.057598,3.663717,3.8071,3.879233,4.966283,3.295063,1.345996,3.811088,3.204317,3.494341
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.58368367,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.65314374,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,1.05386081,1.35231954,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,1.47434134,2.40457257,1.04038148,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,1.06107119,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.99097853,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,-0.45058112,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,1.10693907,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.7302642,4.1518347,3.0015261,4.5094055,4.5497835,4.6356583,4.3387522,4.4713369,4.0329253,4.0761324,4.9571756,4.9112018,2.6134994,3.9902648,3.9619799,4.65226,4.2874338,3.6422744,4.2179372,2.5291399,3.7119677,4.3582088,4.4348864,3.1923021,3.1937434,3.9323088,3.741352,3.6263921,4.2384384,3.5654923,4.0107741,4.0972548,4.7166212,2.3096158,4.9057561,3.2643708,3.6890417,4.0793661,4.3648523,4.4808612,5.2038792,2.1798494,5.0075717,5.0279885,2.0689727,4.2442711,5.1909416,3.8870254,3.9384504,4.2114465,3.5112146,3.7434606,4.4264878,2.9970337,4.7990804,4.1973247,3.9415263,4.5289052,4.7539292,5.0471852,3.9289235,3.0052171,4.8672345,4.6725197,3.6036157,4.7058211,4.7214166,3.9862584,2.9466185,4.4181043,3.7569802,3.3617447,4.3986801,3.6140449,4.7835114,4.6466373,4.1776845,3.9058213,4.1745378,2.5683576,4.8507991,3.2043168,4.1354369
4.73026424,3.76819819,2.16446567,2.72558864,2.19881465,2.21290366,2.46661406,2.37496931,3.02523848,0.53925632,2.2750198,2.82371834,1.48478286,2.1871298,2.0092811,1.21697172,1.46644812,2.36716219,2.95576213,0.07336155,3.36046339,0.9297229,2.58339607,2.17210699,1.16934947,1.46074921,1.86199536,2.54040071,2.08350019,2.50701626,1.63979413,2.68099633,2.04893218,2.30961584,1.44926191,2.29109044,2.27738325,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.68001061,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,3.09121714,2.72209591,2.17946672,1.5101524,1.88406123,2.63073733,2.18874451,3.04191194,2.21875105,3.00521708,1.13217373,1.80626686,1.88758437,1.95982311,1.60065896,2.31053499,1.46165299,1.10704176,2.20240441,2.32339964,0.77919134,1.9119298,3.19054981,3.5746681,1.83291201,1.86783187,2.09774791,1.34599578,3.102261,3.20431677,2.01761221
4.73026424,3.76819819,3.15269847,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,3.17805363,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,-0.45058112,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,0.41794142,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,2.11475095,2.10948913,3.08149081,2.30559676,3.99875521,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.86782777,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.9457328,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,2.68864759,2.43403922,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,1.07836233,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,7.42976651,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,2.43265423,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,1.68612849,2.6932523,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,2.11962092,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
5.997612,6.169022,5.673782,6.632582,7.144756,7.000607,6.570595,6.998503,6.655075,6.559277,6.996565,6.790219,6.286828,6.867177,7.335895,6.685443,6.875131,6.443928,6.413355,6.420965,6.821042,6.587098,6.506063,7.235374,6.546996,6.584642,6.895936,6.693767,6.432557,6.060331,6.607012,7.725907,6.142798,6.850769,6.098954,6.690172,6.489657,6.559128,6.710354,7.24594,6.860991,6.224718,7.179693,6.391838,7.059974,6.742392,7.273,7.203201,7.125172,7.130876,6.496921,6.457885,5.829202,6.579183,6.611189,7.225703,7.310749,7.284889,6.981263,6.68985,6.623686,6.693327,6.570359,6.484573,7.078306,6.474329,6.658965,6.945879,7.046878,6.582559,6.381287,6.636836,6.551661,6.641708,6.937108,6.74063,6.561021,7.223674,7.315333,6.707039,6.976462,6.85099,7.010842
4.730264,5.153717,3.439629,4.203616,5.209119,3.276987,4.41634,3.226083,3.251013,3.56069,3.849936,3.854011,2.896629,5.521215,6.232063,3.620885,4.479914,4.154122,3.380096,3.339859,4.2905,4.134832,4.046295,4.462091,3.400802,3.783535,2.311092,3.741358,3.054331,3.702025,3.908697,2.680996,3.963777,2.309616,3.057483,3.521168,3.518251,3.830197,3.200297,3.081491,4.137312,3.736824,4.164742,3.476817,2.068973,3.872985,4.196914,3.804273,3.93845,4.444019,3.167412,5.036341,3.558041,5.969102,3.664325,5.31062,5.240376,3.465138,5.134204,3.77263,3.936078,5.339971,3.680172,4.105795,3.91774,3.226342,4.019483,4.74484,3.079342,4.32067,3.18709,4.384057,3.002557,3.640742,5.640531,3.649379,3.444649,3.445073,3.382791,3.164123,3.828446,3.204317,3.490946
4.73026424,3.76819819,2.16446567,1.93582275,5.44903153,2.21290366,1.78912242,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,5.74539355,1.79536468,4.11102128,1.95443762,2.95576213,0.07336155,3.36046339,2.10124881,1.73438151,3.48719367,0.07172296,1.01778456,1.69313158,0.57968831,2.08350019,1.61980405,2.96885193,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,1.15086141,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,6.48182705,2.51674052,4.56560184,0.90960063,2.72209591,1.81334667,4.79909369,7.18028495,2.63073733,3.84779043,1.44784136,2.21875105,5.98469614,2.45252006,1.14834814,2.92963023,1.79187926,5.00437494,3.39039845,3.21225133,3.10891868,0.95366115,4.13254398,0.77919134,1.9119298,5.79030337,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.730264,4.002162,2.164466,3.120147,4.639017,2.641672,3.362466,2.374969,2.674613,2.751906,3.32765,3.16098,2.471084,3.13447,5.32132,2.453172,4.044868,3.139102,2.955762,2.080562,3.901118,2.874674,3.027558,3.653112,1.157465,3.008858,1.693132,2.337103,2.788376,2.966818,4.087638,2.680996,2.458467,2.309616,1.950776,2.59317,3.258384,3.716868,2.109489,3.081491,2.817497,2.352845,2.175993,2.613803,3.832234,2.351884,3.725008,3.064914,3.93845,1.201768,2.516741,3.743461,1.966975,6.634751,2.62164,2.301827,4.91535,2.630737,3.150172,2.66298,4.002979,5.062507,3.528038,3.538364,3.18549,2.745739,4.76311,3.559123,3.769202,2.531695,2.461575,4.579845,2.478456,1.91193,5.591743,2.215419,3.518117,1.867832,1.548634,2.51814,2.909504,3.204317,2.652337
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.63925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,3.12641888,2.17210699,1.04165465,1.98057147,2.39947171,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.94053136,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,1.38142595,2.72209591,1.96424562,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.71267935,3.00521708,2.27194765,2.65510576,2.83084551,1.62135971,2.23391129,2.31053499,1.46165299,2.1998839,1.80357809,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,1.93582275,0.62038029,2.21290366,1.28448137,2.37496931,2.28400447,0.53925632,2.2750198,2.54256752,1.48478286,2.01407696,0.60379418,0.18403042,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,0.9297229,0.20430175,2.17210699,0.07172296,-0.18436407,1.69313158,0.57968831,2.08350019,1.61980405,1.63979413,2.68099633,1.38087434,2.30961584,1.08599195,2.29109044,0.68979037,1.50767307,2.10948913,3.08149081,2.30559676,2.17984942,2.17599345,2.61380282,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,0.90960063,2.72209591,1.81334667,1.5101524,1.88406123,2.63073733,2.18874451,1.44784136,2.21875105,3.00521708,0.74938294,-0.45058112,1.88758437,1.62135971,1.60065896,2.31053499,1.46165299,1.10704176,0.95366115,1.28753434,0.77919134,1.9119298,3.19054981,0.64366079,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.01761221
4.73026424,3.76819819,2.16446567,3.58741246,2.50215767,2.71682762,2.62717789,2.37496931,2.28400447,0.72402838,2.2750198,2.54256752,3.04982011,2.01407696,0.60379418,2.1625418,1.46644812,1.84126729,2.95576213,0.07336155,3.36046339,2.19727381,2.82664623,2.17210699,2.00215738,2.30443366,2.48099957,1.15470056,2.69433673,2.73371446,1.63979413,2.68099633,2.69691068,2.30961584,1.08599195,2.29109044,1.66427094,2.58190271,2.10948913,3.08149081,2.30559676,2.17984942,3.46820551,2.83517596,2.06897269,2.35188436,2.18079198,2.07611528,3.93845044,1.20176773,2.51674052,3.74346057,2.56955069,2.72209591,2.24781135,1.81683237,1.88406123,2.63073733,2.45560118,2.20597121,2.21875105,3.00521708,2.44265648,0.95806441,1.88758437,2.20661125,1.60065896,2.31053499,1.46165299,2.01029101,3.03431749,1.28753434,1.23230362,3.5220706,3.19054981,1.62480187,1.83291201,1.86783187,0.88893687,1.34599578,1.90700369,3.20431677,2.66117912
